Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","300","Greece","5419","Yield","0111","Wheat","1995","1995","hg/ha","26341","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5419","Yield","0111","Wheat","1996","1996","hg/ha","24149","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5419","Yield","0111","Wheat","1997","1997","hg/ha","24172","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5419","Yield","0111","Wheat","1998","1998","hg/ha","24379","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5419","Yield","0111","Wheat","1999","1999","hg/ha","23910","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5419","Yield","0111","Wheat","2000","2000","hg/ha","26666","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5419","Yield","0111","Wheat","2001","2001","hg/ha","25096","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5419","Yield","0111","Wheat","2002","2002","hg/ha","23432","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5419","Yield","0111","Wheat","2003","2003","hg/ha","20076","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5419","Yield","0111","Wheat","2004","2004","hg/ha","24757","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5419","Yield","0111","Wheat","2005","2005","hg/ha","24058","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5419","Yield","0111","Wheat","2006","2006","hg/ha","22859","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5419","Yield","0111","Wheat","2007","2007","hg/ha","22353","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5419","Yield","0111","Wheat","2008","2008","hg/ha","27769","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5419","Yield","0111","Wheat","2009","2009","hg/ha","27436","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5419","Yield","0111","Wheat","2010","2010","hg/ha","26044","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5419","Yield","0111","Wheat","2011","2011","hg/ha","27004","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5419","Yield","0111","Wheat","2012","2012","hg/ha","26650","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5419","Yield","0111","Wheat","2013","2013","hg/ha","27777","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5419","Yield","0111","Wheat","2014","2014","hg/ha","27466","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5419","Yield","0111","Wheat","2015","2015","hg/ha","29050","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5419","Yield","0111","Wheat","2016","2016","hg/ha","28928","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5419","Yield","0111","Wheat","2017","2017","hg/ha","29284","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5419","Yield","0111","Wheat","2018","2018","hg/ha","26526","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5419","Yield","0111","Wheat","2019","2019","hg/ha","27939","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5419","Yield","0111","Wheat","2020","2020","hg/ha","30773","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5419","Yield","0111","Wheat","2021","2021","hg/ha","29075","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1961","1961","tonnes","1527870","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1962","1962","tonnes","1722137","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1963","1963","tonnes","1416932","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1964","1964","tonnes","2088000","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1965","1965","tonnes","2071988","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1966","1966","tonnes","2020033","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1967","1967","tonnes","1935922","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1968","1968","tonnes","1568000","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1969","1969","tonnes","1723594","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1970","1970","tonnes","1930736","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1971","1971","tonnes","1946000","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1972","1972","tonnes","1768000","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1973","1973","tonnes","1682000","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1974","1974","tonnes","2153000","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1975","1975","tonnes","2120000","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1976","1976","tonnes","2376000","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1977","1977","tonnes","1766516","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1978","1978","tonnes","2704452","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1979","1979","tonnes","2407000","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1980","1980","tonnes","2970000","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1981","1981","tonnes","2932000","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1982","1982","tonnes","3039000","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1983","1983","tonnes","2059000","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1984","1984","tonnes","2316000","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1985","1985","tonnes","1807000","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1986","1986","tonnes","2389000","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1987","1987","tonnes","2314000","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1988","1988","tonnes","2514000","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1989","1989","tonnes","2762000","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1990","1990","tonnes","1939000","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1991","1991","tonnes","3162000","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1992","1992","tonnes","2288000","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1993","1993","tonnes","2078846.36","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1994","1994","tonnes","2470189.76","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1995","1995","tonnes","2314836.2","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1996","1996","tonnes","2086212.94","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1997","1997","tonnes","2081481.54","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1998","1998","tonnes","2062774.66","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","1999","1999","tonnes","1976552.17","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","2000","2000","tonnes","2287322.23","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","2001","2001","tonnes","2196642.94","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","2002","2002","tonnes","2038581.72","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","2003","2003","tonnes","1701946.52","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","2004","2004","tonnes","2092097","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","2005","2005","tonnes","2018523.55","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","2006","2006","tonnes","1778170","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","2007","2007","tonnes","1629072","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","2008","2008","tonnes","2074607.57","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","2009","2009","tonnes","2139472.15","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","2010","2010","tonnes","1920669.75","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","2011","2011","tonnes","1857428.8","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","2012","2012","tonnes","1835900.96","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","2013","2013","tonnes","1831869.31","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","2014","2014","tonnes","1570415.56","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","2015","2015","tonnes","1458705.46","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","2016","2016","tonnes","1560776.99","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","2017","2017","tonnes","1356772","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","2018","2018","tonnes","1072940","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","2019","2019","tonnes","979220","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","2020","2020","tonnes","1095150","A","Official figure"
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","2021","2021","tonnes","1058360","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1961","1961","ha","1013700","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1962","1962","ha","1103037","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1963","1963","ha","1014049","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1964","1964","ha","1154747","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1965","1965","ha","1130414","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1966","1966","ha","1081799","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1967","1967","ha","1166862","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1968","1968","ha","1331206","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1969","1969","ha","1321000","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1970","1970","ha","1274000","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1971","1971","ha","1273000","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1972","1972","ha","1317000","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1973","1973","ha","1294038","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1974","1974","ha","1324849","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1975","1975","ha","1250873","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1976","1976","ha","1325285","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1977","1977","ha","1311219","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1978","1978","ha","1324270","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1979","1979","ha","1135350","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1980","1980","ha","1275598","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1981","1981","ha","1150656","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1982","1982","ha","1309536","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1983","1983","ha","1354926","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1984","1984","ha","1360565","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1985","1985","ha","1357776","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1986","1986","ha","1328000","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1987","1987","ha","1300639","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1988","1988","ha","1280729","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1989","1989","ha","1242233","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1990","1990","ha","1220818","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1991","1991","ha","1157600","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1992","1992","ha","848430","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1993","1993","ha","985548","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1994","1994","ha","1058749","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1995","1995","ha","1108000","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1996","1996","ha","1193340","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1997","1997","ha","1247569","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1998","1998","ha","1183540","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","1999","1999","ha","734100","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","2000","2000","ha","1024430","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","2001","2001","ha","1205610","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","2002","2002","ha","1110471","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","2003","2003","ha","1113755","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","2004","2004","ha","1173800","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","2005","2005","ha","1130719","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","2006","2006","ha","1074735","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","2007","2007","ha","1111269","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","2008","2008","ha","1125629","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","2009","2009","ha","1146456","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","2010","2010","ha","1011182","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","2011","2011","ha","978000","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","2012","2012","ha","1070020","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","2013","2013","ha","1090480","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","2014","2014","ha","1112730","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","2015","2015","ha","1029318","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","2016","2016","ha","1044314","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","2017","2017","ha","966400","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","2018","2018","ha","1026150","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","2019","2019","ha","1015640","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","2020","2020","ha","936620","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","2021","2021","ha","892790","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1961","1961","hg/ha","19095","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1962","1962","hg/ha","17888","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1963","1963","hg/ha","15708","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1964","1964","hg/ha","18557","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1965","1965","hg/ha","21703","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1966","1966","hg/ha","21711","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1967","1967","hg/ha","25895","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1968","1968","hg/ha","25244","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1969","1969","hg/ha","27141","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1970","1970","hg/ha","21370","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1971","1971","hg/ha","30809","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1972","1972","hg/ha","31090","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1973","1973","hg/ha","34793","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1974","1974","hg/ha","37520","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1975","1975","hg/ha","32036","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1976","1976","hg/ha","38845","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1977","1977","hg/ha","40566","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1978","1978","hg/ha","42871","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1979","1979","hg/ha","32667","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1980","1980","hg/ha","47643","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1981","1981","hg/ha","40098","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1982","1982","hg/ha","43999","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1983","1983","hg/ha","44173","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1984","1984","hg/ha","54330","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1985","1985","hg/ha","48449","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1986","1986","hg/ha","43622","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1987","1987","hg/ha","44192","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1988","1988","hg/ha","54858","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1989","1989","hg/ha","52643","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1990","1990","hg/ha","50771","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1991","1991","hg/ha","51900","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1992","1992","hg/ha","40700","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1993","1993","hg/ha","30649","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1994","1994","hg/ha","46033","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1995","1995","hg/ha","41644","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1996","1996","hg/ha","32780","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1997","1997","hg/ha","42153","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1998","1998","hg/ha","41390","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","1999","1999","hg/ha","35948","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","2000","2000","hg/ha","36044","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","2001","2001","hg/ha","43105","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","2002","2002","hg/ha","35212","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","2003","2003","hg/ha","26408","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","2004","2004","hg/ha","51174","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","2005","2005","hg/ha","45000","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","2006","2006","hg/ha","40719","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","2007","2007","hg/ha","35875","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","2008","2008","hg/ha","50024","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","2009","2009","hg/ha","38546","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","2010","2010","hg/ha","37038","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","2011","2011","hg/ha","41994","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","2012","2012","hg/ha","37485","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","2013","2013","hg/ha","46386","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","2014","2014","hg/ha","47288","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","2015","2015","hg/ha","51796","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","2016","2016","hg/ha","53654","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","2017","2017","hg/ha","54287","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","2018","2018","hg/ha","51244","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","2019","2019","hg/ha","52949","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","2020","2020","hg/ha","54680","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","2021","2021","hg/ha","59254","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0111","Wheat","1961","1961","tonnes","1935700","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0111","Wheat","1962","1962","tonnes","1973137","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0111","Wheat","1963","1963","tonnes","1592851","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0111","Wheat","1964","1964","tonnes","2142857","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0111","Wheat","1965","1965","tonnes","2453283","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0111","Wheat","1966","1966","tonnes","2348683","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0111","Wheat","1967","1967","tonnes","3021625","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0111","Wheat","1968","1968","tonnes","3360554","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0111","Wheat","1969","1969","tonnes","3585385","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0111","Wheat","1970","1970","tonnes","2722523","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0111","Wheat","1971","1971","tonnes","3921939","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0111","Wheat","1972","1972","tonnes","4094570","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0111","Wheat","1973","1973","tonnes","4502385","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0111","Wheat","1974","1974","tonnes","4970811","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0111","Wheat","1975","1975","tonnes","4007324","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0111","Wheat","1976","1976","tonnes","5148100","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0111","Wheat","1977","1977","tonnes","5319049","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0111","Wheat","1978","1978","tonnes","5677255","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0111","Wheat","1979","1979","tonnes","3708866","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0111","Wheat","1980","1980","tonnes","6077330","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0111","Wheat","1981","1981","tonnes","4613863","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0111","Wheat","1982","1982","tonnes","5761862","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0111","Wheat","1983","1983","tonnes","5985098","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0111","Wheat","1984","1984","tonnes","7391963","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0111","Wheat","1985","1985","tonnes","6578346","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0111","Wheat","1986","1986","tonnes","5793015","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0111","Wheat","1987","1987","tonnes","5747761","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","0111","Wheat","1988","1988","tonnes","7025775","A","Official figure"
